Row	oligodendrocytes	microglia	pyramidal_CA1	interneurons	pyramidal_SS	astrocytes_ependymal	endothelial_mural
Clec5a	0	1	0	0	0	0	0
Clgn	1	0	0	0	0	0	0
Clic5	0	0	0	0	0	0	1
Clnk	0	0	0	1	0	0	0
Clrn1	0	0	0	1	0	0	0
Clybl	0	0	0	0	0	1	0
Cmah	0	1	0	0	0	0	0
Cmbl	0	0	0	0	0	1	0
Cml1	0	0	0	0	0	1	0
Cmpk2	0	0	0	0	1	0	0
Cmtm4	0	0	0	0	0	1	0
Cmtm8	0	0	0	0	0	0	1
Cmya5	0	0	0	0	0	1	0
Cnn1	0	0	0	0	0	0	1
Cnn3	0	0	0	0	0	1	0
Cnot6l	0	0	0	0	0	0	1
Cnp	1	0	0	0	0	0	0
Cnr1	0	0	0	1	0	0	0
Cntfr	0	0	0	0	0	1	0
Cntn2	1	0	0	0	0	0	0
Cntn5	0	0	0	1	0	0	0
Cntnap3	0	0	0	1	0	0	0
Cntnap5a	0	0	0	0	1	0	0
Cobl	0	0	0	0	1	0	0
Cog7	0	0	0	0	0	0	1
Col16a1	0	0	0	0	0	1	0
Col18a1	0	0	0	0	0	0	1
Col19a1	0	0	0	1	0	0	0
Col1a1	0	0	0	0	0	1	0
Col25a1	0	0	0	1	0	0	0
Col26a1	0	0	0	1	0	0	0
Col5a1	0	0	0	0	1	0	0
Col5a2	0	0	0	0	0	1	0
Col6a1	0	0	0	0	1	0	0
Col6a2	0	0	0	0	0	1	0
Col6a5	0	0	0	0	0	1	0
Col7a1	0	0	0	0	0	1	0
Col8a2	0	0	0	0	0	1	0
Col9a1	0	0	0	0	0	1	0
Colgalt2	0	0	0	0	0	0	1
Commd6	1	0	0	0	0	0	0
Commd9	1	0	0	0	0	0	0
Coprs	0	0	0	1	0	0	0
Coro2a	0	0	0	0	1	0	0
Cotl1	0	1	0	0	0	0	0
Cox6b2	0	0	0	0	0	1	0
Cox7a1	0	0	0	0	0	1	0
Cox7b	0	0	0	1	0	0	0
Cpa2	0	0	0	0	1	0	0
Cpd	1	0	0	0	0	0	0
Cpne2	0	0	0	0	0	1	0
Cpne6	0	0	1	0	0	0	0
Cpne9	0	0	0	0	1	0	0
Cpox	1	0	0	0	0	0	0
Cpsf2	0	0	1	0	0	0	0
Cpt1c	0	0	1	0	0	0	0
Cr1l	0	0	0	0	0	0	1
Crabp1	0	0	0	1	0	0	0
Cradd	0	1	0	0	0	0	0
Crb2	0	0	0	0	0	1	0
Creb3l2	1	0	0	0	0	0	0
Creg1	0	1	0	0	0	0	0
Crhbp	0	0	0	1	0	0	0
Crhr1	0	0	0	0	1	0	0
Crip1	0	0	0	0	0	0	1
Crispld2	0	0	0	0	0	0	1
Crlf2	0	0	0	0	0	0	1
Crocc	0	0	0	0	0	1	0
Crtc3	0	0	0	0	0	0	1
Cry2	0	0	0	0	0	1	0
Cryab	1	0	0	0	0	0	0
Crygn	0	0	0	0	0	1	0
Cryl1	0	1	0	0	0	0	0
Crym	0	0	1	0	0	0	0
Csad	0	0	0	0	0	1	0
Csf1r	0	1	0	0	0	0	0
Csf3r	0	1	0	0	0	0	0
Csk	0	1	0	0	0	0	0
Csmd1	0	0	1	0	0	0	0
Cspg5	0	0	0	0	0	1	0
Cst6	0	0	0	0	1	0	0
Cstad	0	0	0	0	1	0	0
Cstf3	0	0	1	0	0	0	0
Cth	0	0	0	0	0	1	0
Cthrc1	0	0	0	0	0	0	1
Ctla2a	0	0	0	0	0	0	1
Ctnna3	0	0	0	0	0	0	1
Ctnnb1	0	0	0	0	0	0	1
Ctnnbip1	0	0	0	0	0	1	0
Ctnnd2	0	0	1	0	0	0	0
Ctps	1	0	0	0	0	0	0
Ctsb	0	1	0	0	0	0	0
Ctsc	0	1	0	0	0	0	0
Ctsd	0	1	0	0	0	0	0
Ctss	0	1	0	0	0	0	0
Ctsw	0	0	0	0	0	0	1
Ctsz	0	1	0	0	0	0	0
Cul7	0	0	0	1	0	0	0
Cux1	0	0	0	0	1	0	0
Cwh43	0	0	0	0	1	0	0
Cx3cr1	0	1	0	0	0	0	0
Cxadr	0	0	0	1	0	0	0
Cxcl1	0	1	0	0	0	0	0
Cxcl10	0	1	0	0	0	0	0
Cxcl12	0	0	0	0	0	0	1
Cxcl16	0	1	0	0	0	0	0
Cxcl2	0	1	0	0	0	0	0
Cxcr4	0	0	0	0	0	0	1
Cxx1c	0	0	0	1	0	0	0
Cyb5	1	0	0	0	0	0	0
Cyb5r2	1	0	0	0	0	0	0
Cybb	0	1	0	0	0	0	0
Cygb	0	0	0	1	0	0	0
Cyp26b1	0	0	0	0	1	0	0
Cyp2j12	1	0	0	0	0	0	0
Cyp2j9	0	0	0	0	0	1	0
Cyp3a13	1	0	0	0	0	0	0
Cyp4f14	0	0	0	0	0	1	0
Cyp4v3	0	0	0	0	0	1	0
Cyp7b1	0	0	0	0	0	1	0
Cys1	0	0	1	0	0	0	0
Cysltr1	0	1	0	0	0	0	0
Cyth4	0	1	0	0	0	0	0
Cyyr1	0	0	0	0	0	0	1
D030047H15Rik	0	0	0	0	0	1	0
D16Ertd472e	1	0	0	0	0	0	0
D430019H16Rik	0	0	1	0	0	0	0
D430041D05Rik	0	0	0	0	1	0	0
D630003M21Rik	0	0	0	0	0	1	0
D630033O11Rik	0	0	0	0	0	1	0
D630045J12Rik	0	0	1	0	0	0	0
D7Ertd443e	1	0	0	0	0	0	0
D830030K20Rik_loc2	0	1	0	0	0	0	0
D830031N03Rik	0	0	0	0	0	0	1
D8Ertd82e	0	0	1	0	0	0	0
Dab2	0	1	0	0	0	0	0
Dach1	0	0	0	0	0	0	1
Dact2	0	0	0	0	1	0	0
Dagla	0	0	1	0	0	0	0
Dancr	0	0	1	0	0	0	0
Dapk1	0	0	1	0	0	0	0
Daw1	0	0	0	0	0	1	0
Dazap2	0	1	0	0	0	0	0
Dbi	0	0	0	0	0	1	0
Dbndd2	1	0	0	0	0	0	0
Dbp	0	0	0	0	0	1	0
Dbx2	0	0	0	0	0	1	0
Dcaf7	0	0	0	1	0	0	0
Dcakd	0	0	1	0	0	0	0
Dcbld1	0	0	1	0	0	0	0
Dcdc2a	0	0	0	0	0	1	0
Dchs1	0	0	0	0	0	1	0
Dclk2	0	0	1	0	0	0	0
Dclre1c	0	1	0	0	0	0	0
Dcn	0	0	1	0	0	0	0
Dcps	1	0	0	0	0	0	0
Dcun1d3	0	0	0	0	0	0	1
Ddit4	1	0	0	0	0	0	0
Ddo	0	0	0	0	0	1	0
Ddrgk1	1	0	0	0	0	0	0
Ddx11	0	0	0	0	0	1	0
Deb1	1	0	0	0	0	0	0
Degs1	1	0	0	0	0	0	0
Degs2	0	0	0	0	0	0	1
Dennd1b	0	1	0	0	0	0	0
Dennd1c	0	1	0	0	0	0	0
Dennd3	0	0	0	0	0	0	1
Depdc1b	1	0	0	0	0	0	0
Depdc7	0	0	1	0	0	0	0
Des	0	0	0	0	0	0	1
Desi1	1	0	0	0	0	0	0
Dhcr24	1	0	0	0	0	0	0
Dhdh	0	1	0	0	0	0	0
Dhrs4	0	0	0	0	0	1	0
Dhrs7	0	0	0	0	0	1	0
Dhx40	0	0	0	0	0	1	0
Diablo	1	0	0	0	0	0	0
Diap3	0	0	1	0	0	0	0
Dio3	0	0	1	0	0	0	0
Dip2a	1	0	0	0	0	0	0
Diras1	0	0	0	1	0	0	0
Disp1	0	0	0	0	0	0	1
Dixdc1	1	0	0	0	0	0	0
Dkk2	0	0	0	0	0	0	1
Dkkl1	0	0	0	0	1	0	0
Dlat	0	0	0	1	0	0	0
Dleu7	0	0	0	1	0	0	0
Dlgap4	0	0	1	0	0	0	0
Dlx1	0	0	0	1	0	0	0
Dlx1os	0	0	0	1	0	0	0
Dlx2	0	0	0	1	0	0	0
Dlx6	0	0	0	1	0	0	0
Dlx6os1	0	0	0	1	0	0	0
Dmkn	0	0	0	0	0	1	0
Dmpk	0	0	0	0	0	1	0
Dnaaf1	0	0	0	0	0	1	0
Dnah1	0	0	0	0	0	1	0
Dnah10	0	0	0	0	0	1	0
Dnah11	0	0	0	0	0	1	0
Dnah2	0	0	0	0	0	1	0
Dnah5	0	0	0	0	0	1	0
Dnah6	0	0	0	0	0	1	0
Dnah7a	0	0	0	0	0	1	0
Dnah7b	0	0	0	0	0	1	0
Dnah8	0	0	0	0	0	0	1
Dnah9	0	0	0	0	0	1	0
Dnaic1	0	0	0	0	0	1	0
Dnaic2	0	0	0	0	0	1	0
Dnaja4	0	0	0	0	0	1	0
Dnajb2	1	0	0	0	0	0	0
Dnajc12	0	0	0	1	0	0	0
Dnajc24	1	0	0	0	0	0	0
Dnajc27	0	0	0	1	0	0	0
Dnajc3	0	0	0	0	0	1	0
Dnajc5	0	0	0	1	0	0	0
Dnajc6	0	0	0	1	0	0	0
Dnali1	0	0	0	0	0	1	0
Dnase2a	0	1	0	0	0	0	0
Dnm3	0	0	0	1	0	0	0
Dnmbp	0	0	0	0	0	1	0
Doc2a	0	0	0	0	1	0	0
Doc2b	0	0	1	0	0	0	0
Dock2	0	1	0	0	0	0	0
Dock3	0	0	0	0	1	0	0
Dock4	0	0	1	0	0	0	0
Dock8	0	1	0	0	0	0	0
Dok4	0	0	0	0	0	0	1
Dok6	0	0	0	0	0	0	1
Dpcd	0	0	0	0	0	1	0
Dpf1	0	0	1	0	0	0	0
Dpy19l1	1	0	0	0	0	0	0
Dpyd	0	0	1	0	0	0	0
Dpysl4	0	0	0	1	0	0	0
Dpysl5	0	0	0	1	0	0	0
Dram1	0	1	0	0	0	0	0
Drc1	0	0	0	0	0	1	0
Drd5	0	0	1	0	0	0	0
Dscaml1	0	0	1	0	0	0	0
Dscr3	0	0	0	0	0	1	0
Dse	0	1	0	0	0	0	0
Dsg2	0	0	0	0	0	1	0
Dsn1	0	1	0	0	0	0	0
Dstn	0	0	0	0	0	0	1
Dtl	0	0	0	0	1	0	0
Dtna	0	0	0	0	0	1	0
Dtnbp1	0	0	1	0	0	0	0
Dtwd1	0	0	1	0	0	0	0
Dtx1	0	0	0	0	0	1	0
Dtx2	0	1	0	0	0	0	0
Dusp11	0	0	0	0	0	0	1
Dusp15	1	0	0	0	0	0	0
Dusp18	0	0	0	0	0	1	0
Dusp4	0	0	1	0	0	0	0
Dync2li1	0	0	0	0	0	1	0
Dynll2	0	0	0	1	0	0	0
Dynlrb2	0	0	0	0	0	1	0
Dyx1c1	0	0	0	0	0	1	0
Dzip1l	0	0	0	0	0	1	0
E030003E18Rik	0	0	0	0	0	1	0
E030013I19Rik	0	0	1	0	0	0	0
E130008D07Rik	0	0	1	0	0	0	0
E130012A19Rik	0	0	0	0	1	0	0
E130308A19Rik	1	0	0	0	0	0	0
E130309D14Rik	0	0	0	0	1	0	0
E130309F12Rik	0	0	0	1	0	0	0
E230008N13Rik	0	0	0	0	0	1	0
E230016M11Rik	0	0	0	1	0	0	0
E230029C05Rik	0	1	0	0	0	0	0
E2f1	0	0	0	0	1	0	0
E530011L22Rik	0	0	0	0	0	1	0
Eaf1	0	0	0	0	0	0	1
Ebi3	0	1	0	0	0	0	0
Ebp	1	0	0	0	0	0	0
Ece1	0	0	0	0	0	0	1
Ece2	0	0	0	1	0	0	0
Edn1	0	0	0	0	0	0	1
Edn3	0	0	0	0	0	0	1
Eef1d	1	0	0	0	0	0	0
Eepd1	0	0	0	1	0	0	0
Efcab1	0	0	0	0	0	1	0
Efcab10	0	0	0	0	0	1	0
Efcab14	1	0	0	0	0	0	0
Efcab2	0	0	0	0	0	1	0
Efcab6	0	0	1	0	0	0	0
Efcab7	0	0	0	0	0	1	0
Efhc1	0	0	0	0	0	1	0
Efnb3	1	0	0	0	0	0	0
Efr3a	0	0	1	0	0	0	0
Efr3b	0	0	0	0	0	0	1
Egfl7	0	0	0	0	0	0	1
Egfl8	0	0	0	0	0	0	1
Egln3	0	0	0	1	0	0	0
Egr2	0	1	0	0	0	0	0
Ehd1	0	1	0	0	0	0	0
Ehd4	0	1	0	0	0	0	0
Eid1	0	0	1	0	0	0	0
Eid3	0	0	0	0	0	1	0
Eif4a2	0	0	0	1	0	0	0
Eif4e3	0	0	0	0	0	0	1
Elavl2	0	0	0	1	0	0	0
Elfn1	0	0	0	1	0	0	0
Elk1	0	0	1	0	0	0	0
Elmo1	0	0	0	1	0	0	0
Elmo2	0	0	0	0	0	1	0
Elmod3	0	0	0	0	0	1	0
Elmsan1	0	1	0	0	0	0	0
Elof1	0	0	0	0	0	1	0
Elovl1	1	0	0	0	0	0	0
Elovl2	0	0	0	0	0	1	0
Elovl4	0	0	0	1	0	0	0
Elovl6	1	0	0	0	0	0	0
Eltd1	0	0	0	0	0	0	1
Emb	0	0	0	0	0	1	0
Emc9	0	0	0	1	0	0	0
Emcn	0	0	0	0	0	0	1
Eme2	0	0	0	1	0	0	0
Emilin1	0	0	0	0	0	0	1
Eml1	1	0	0	0	0	0	0
Eml3	0	1	0	0	0	0	0
Emr1	0	1	0	0	0	0	0
Emx1	0	0	0	0	1	0	0
En2	1	0	0	0	0	0	0
Endod1	1	0	0	0	0	0	0
Eng	0	0	0	0	0	0	1
Enkur	0	0	0	0	0	1	0
Eno4	0	0	0	0	0	1	0
Enoph1	1	0	0	0	0	0	0
Enpp4	1	0	0	0	0	0	0
Enpp6	1	0	0	0	0	0	0
Entpd3	0	0	0	1	0	0	0
Eogt	0	0	0	0	0	0	1
Epb4.1l1	0	0	0	1	0	0	0
Epb4.1l3	1	0	0	0	0	0	0
Epb4.1l5	0	0	0	0	0	1	0
Epha6	0	0	1	0	0	0	0
Epha8	0	0	0	0	1	0	0
Ephb2	0	0	1	0	0	0	0
Ephb4	0	0	0	0	0	0	1
Ephx2	0	0	0	0	0	1	0
Ephx3	0	0	0	0	0	0	1
Epn2	1	0	0	0	0	0	0
Eppk1	0	0	0	0	0	1	0
Epsti1	0	1	0	0	0	0	0
Erap1	0	0	0	0	0	0	1
Erbb3	1	0	0	0	0	0	0
Erc2	0	0	0	0	1	0	0
Erf	1	0	0	0	0	0	0
Erich2	0	0	0	0	0	1	0
Ermn	1	0	0	0	0	0	0
Ermp1	1	0	0	0	0	0	0
Errfi1	0	0	0	0	0	0	1
Espl1	0	0	0	0	0	0	1
Etfa	0	0	0	0	0	1	0
Ethe1	0	1	0	0	0	0	0
Ets2	0	0	0	0	0	0	1
Etv1	0	0	1	0	0	0	0
Etv6	0	0	0	0	0	0	1
Evc2	0	0	1	0	0	0	0
Evi2b	0	1	0	0	0	0	0
Evi5	0	0	0	0	1	0	0
Evl	0	0	0	1	0	0	0
Exoc3l	0	0	0	0	0	0	1
Exoc3l4	0	0	0	0	0	1	0
Exph5	0	0	0	0	1	0	0
Ext1	0	0	0	0	0	1	0
Eya1	0	0	0	0	0	1	0
F13a1	0	1	0	0	0	0	0
Faah	0	0	1	0	0	0	0
Fabp7	0	0	0	0	0	1	0
Fads6	1	0	0	0	0	0	0
Fah	1	0	0	0	0	0	0
Faim2	0	0	0	1	0	0	0
Fam101b	0	0	0	0	0	0	1
Fam102a	1	0	0	0	0	0	0
Fam103a1	0	0	1	0	0	0	0
Fam107a	0	0	0	0	0	1	0
Fam114a1	0	0	0	0	0	0	1
Fam122b	1	0	0	0	0	0	0
Fam126a	0	0	0	0	0	1	0
Fam129a	0	0	0	0	0	0	1
Fam132a	0	0	1	0	0	0	0
Fam13a	0	0	0	0	0	0	1
Fam154b	0	0	0	0	0	1	0
Fam160a1	0	0	0	0	0	1	0
Fam161b	0	0	0	0	0	1	0
Fam171a2	0	0	0	0	1	0	0
Fam173b	1	0	0	0	0	0	0
Fam178b_loc2	1	0	0	0	0	0	0
Fam179a	0	0	0	0	0	1	0
Fam181a	0	0	0	0	0	1	0
Fam183b	0	0	0	0	0	1	0
Fam184a	0	0	0	0	0	1	0
Fam184b	0	0	0	0	0	1	0
Fam198a	0	0	0	0	0	1	0
Fam20c	0	0	0	1	0	0	0
Fam210b	0	0	1	0	0	0	0
Fam213a	0	0	0	0	0	1	0
Fam216a	0	0	0	1	0	0	0
Fam216b	0	0	0	0	0	1	0
Fam221a	0	0	0	0	0	1	0
Fam222a	1	0	0	0	0	0	0
Fam227a	0	0	0	0	0	1	0
Fam57a	1	0	0	0	0	0	0
Fam60a	0	0	1	0	0	0	0
Fam63b	0	0	0	1	0	0	0
Fam65a	0	0	1	0	0	0	0
Fam71a	0	0	0	0	0	1	0
Fam78a	0	0	0	0	0	1	0
Fam83d	1	0	0	0	0	0	0
Fam84b	0	0	0	0	0	1	0
Fank1	0	0	0	0	0	1	0
Fap	0	0	0	0	1	0	0
Farp1	0	0	0	0	0	1	0
Fat4	0	0	1	0	0	0	0
Fau	0	1	0	0	0	0	0
Fbln2	0	0	0	0	0	0	1
Fbln5	0	0	0	0	0	0	1
Fbln7	0	0	0	0	0	1	0
Fbn1	0	0	1	0	0	0	0
Fbn2	0	0	1	0	0	0	0
Fbrsl1	0	0	0	0	0	1	0
Fbxl2	0	0	0	0	1	0	0
Fbxl22	0	0	0	0	0	0	1
Fbxl7	0	0	0	0	0	0	1
Fbxo10	0	0	0	0	0	1	0
Fbxo16	0	0	0	0	0	1	0
Fbxo2	0	0	0	0	0	1	0
Fbxo32	1	0	0	0	0	0	0
Fbxo7	1	0	0	0	0	0	0
Fbxw4	0	1	0	0	0	0	0
Fcer1g	0	1	0	0	0	0	0
Fcgr1	0	1	0	0	0	0	0
Fcgr2b	0	1	0	0	0	0	0
Fcgr3	0	1	0	0	0	0	0
Fcna	0	1	0	0	0	0	0
Fcrls	0	1	0	0	0	0	0
Fdps	1	0	0	0	0	0	0
Fermt3	0	1	0	0	0	0	0
Fez1	1	0	0	0	0	0	0
Fgd2	0	1	0	0	0	0	0
Fgd3	1	0	0	0	0	0	0
Fgd4	0	0	0	0	0	1	0
Fgd5	0	0	0	0	0	0	1
Fgf10	0	0	1	0	0	0	0
Fgf11	0	0	0	1	0	0	0
Fgf18	0	0	0	1	0	0	0
Fgfbp3	0	0	0	0	0	1	0
Fgl2	0	0	0	0	0	0	1
Fhad1	0	0	0	0	0	1	0
Fhdc1	1	0	0	0	0	0	0
Fhit	0	0	0	0	0	1	0
Fhl1	0	0	0	0	0	1	0
Fhl3	0	0	0	0	0	1	0
Fhod3	0	0	0	0	1	0	0
Fibin	0	0	0	0	0	1	0
Figf	0	0	1	0	0	0	0
Fign	1	0	0	0	0	0	0
Filip1l	0	0	0	0	0	0	1
Fkbp1a	0	0	1	0	0	0	0
Fkbp5	0	0	1	0	0	0	0
Flna	0	0	0	0	0	0	1
Flnb	0	0	0	0	0	0	1
Flnc	0	0	0	0	0	1	0
Flot1	0	0	0	1	0	0	0
Flrt3	0	0	0	1	0	0	0
Flt1	0	0	0	0	0	0	1
Flt4	0	0	0	0	0	0	1
Fmn2	0	0	0	0	0	1	0
Fmnl2	1	0	0	0	0	0	0
Fmo5	0	1	0	0	0	0	0
Fn1	0	0	0	0	0	0	1
Fnbp1	1	0	0	0	0	0	0
Fndc1	0	0	0	0	0	1	0
Fndc3a	0	1	0	0	0	0	0
Fndc4	0	0	1	0	0	0	0
Fndc9	0	0	0	0	1	0	0
Fnip2	0	1	0	0	0	0	0
Fnta	1	0	0	0	0	0	0
Folr2	0	1	0	0	0	0	0
Foxj1	0	0	0	0	0	1	0
Foxl2	0	0	0	0	0	0	1
Foxn2	1	0	0	0	0	0	0
Foxo6	0	0	1	0	0	0	0
Foxp2	0	0	0	0	1	0	0
Foxq1	0	0	0	0	0	0	1
Foxred2	0	0	0	1	0	0	0
Foxs1	0	0	0	0	0	0	1
Fras1	0	0	1	0	0	0	0
Frem2	0	0	0	0	0	1	0
Frk	0	0	0	0	0	0	1
Frmd7	0	0	0	1	0	0	0
Frmd8	1	0	0	0	0	0	0
Frmpd1	0	0	0	0	0	1	0
Frrs1	0	1	0	0	0	0	0
Frzb	0	0	0	0	1	0	0
Fst	0	0	0	0	1	0	0
Fstl1	0	0	0	0	0	0	1
Fstl4	0	0	0	0	1	0	0
Fstl5	0	0	0	1	0	0	0
Fth1	1	0	0	0	0	0	0
Ftl1	0	1	0	0	0	0	0
Ftx	0	0	1	0	0	0	0
Fyco1	0	0	0	0	0	0	1
Fzd10	0	0	0	0	0	1	0
Fzd5	0	0	0	0	0	0	1
Fzd6	0	0	0	0	0	0	1
Fzd8	0	0	0	0	0	1	0
Fzd9	0	0	0	0	0	1	0
G530011O06Rik	0	1	0	0	0	0	0
Gabarapl1	0	0	0	1	0	0	0
Gabbr1	0	0	1	0	0	0	0
Gabbr2	0	0	0	0	1	0	0
Gabpb1	0	0	0	0	0	0	1
Gabra5	0	0	1	0	0	0	0
Gabrg1	0	0	0	0	0	1	0
Gad1	0	0	0	1	0	0	0
Gad2	0	0	0	1	0	0	0
Gadd45g	0	0	0	0	0	1	0
Gal3st1	1	0	0	0	0	0	0
Gal3st3	0	0	1	0	0	0	0
Galk2	0	0	0	0	0	1	0
Galnt12	0	1	0	0	0	0	0
Galnt16	0	0	1	0	0	0	0
Galnt3	0	0	1	0	0	0	0
Galnt4	0	0	0	0	0	1	0
Galnt6	1	0	0	0	0	0	0
Galt	0	0	0	0	1	0	0
Gamt	1	0	0	0	0	0	0
Gapdh	0	0	1	0	0	0	0
Garem	0	0	1	0	0	0	0
Gas8	0	0	0	0	0	1	0
Gata2	0	0	0	0	0	0	1
Gatsl2	0	0	0	1	0	0	0
Gbp6	0	0	0	0	0	0	1
Gchfr	0	0	0	0	0	1	0
Gdf11	0	0	0	0	0	1	0
Gdf15	0	1	0	0	0	0	0
Gdpd3	0	1	0	0	0	0	0
Gdpd5	0	0	0	0	1	0	0
Gfap	0	0	0	0	0	1	0
Gfpt2	0	0	0	1	0	0	0
Gfra2	0	0	0	0	1	0	0
Ghdc	1	0	0	0	0	0	0
Gimap4	0	0	0	0	0	0	1
Gimap5	0	0	0	0	0	0	1
Gimap8	0	0	0	0	0	0	1
Gins2	0	1	0	0	0	0	0
Gipc2	0	0	0	1	0	0	0
Gjb1	1	0	0	0	0	0	0
Gjc2	1	0	0	0	0	0	0
Gjc3	1	0	0	0	0	0	0
Gkap1	0	0	0	0	0	1	0
Glb1l2	0	0	0	0	0	1	0
Gldc	0	0	0	0	0	1	0
Gldn	0	0	0	1	0	0	0
Gli2	0	0	0	0	0	1	0
Glod4	1	0	0	0	0	0	0
Gltscr1	0	0	0	0	0	0	1
Glud1	0	0	0	0	0	1	0
Gm10336	0	1	0	0	0	0	0
Gm10373	1	0	0	0	0	0	0
Gm10406	0	0	0	1	0	0	0
Gm10432	0	0	0	0	1	0	0
Gm10649	0	0	1	0	0	0	0
Gm10664	0	0	1	0	0	0	0
Gm10754	0	0	1	0	0	0	0
Gm10863	1	0	0	0	0	0	0
Gm10941	0	0	0	0	0	1	0
Gm11549	0	0	0	0	1	0	0
Gm11696	0	0	0	0	0	1	0
Gm11837	0	0	0	0	0	1	0
Gm11992	0	0	0	0	0	1	0
Gm12070	0	0	1	0	0	0	0
Gm12191	0	0	0	0	0	0	1
Gm12216	0	0	0	0	0	0	1
Gm12250	0	0	0	0	0	0	1
Gm12360	0	0	0	0	1	0	0
Gm12530	1	0	0	0	0	0	0
Gm13139_loc1	0	1	0	0	0	0	0
Gm13139_loc2	0	1	0	0	0	0	0
Gm13298_loc1	0	0	0	0	1	0	0
Gm13298_loc2	0	0	0	0	1	0	0
Gm13298_loc3	0	0	0	0	1	0	0
Gm13298_loc4	0	0	0	0	1	0	0
Gm13306_loc4	0	0	0	0	1	0	0
Gm13308_loc1	0	0	0	0	1	0	0
Gm13308_loc4	0	0	0	0	1	0	0
Gm13315	0	0	1	0	0	0	0
Gm13363	1	0	0	0	0	0	0
Gm13446	0	0	0	0	1	0	0
Gm13476	0	1	0	0	0	0	0
Gm13889	0	0	0	0	0	0	1
Gm14378	0	0	0	0	0	1	0
Gm14434_loc1	0	0	0	1	0	0	0
Gm14434_loc4	0	0	0	1	0	0	0
Gm14446	0	0	0	0	0	1	0
Gm14548	0	1	0	0	0	0	0
Gm15612	0	0	0	1	0	0	0
Gm15645	0	0	0	0	0	1	0
Gm15706	0	0	1	0	0	0	0
Gm1604b_loc1	0	0	0	1	0	0	0
Gm16119	0	0	0	0	0	1	0
Gm16515	1	0	0	0	0	0	0
Gm1653	0	0	1	0	0	0	0
Gm166	0	0	0	0	0	1	0
Gm16845	0	0	0	0	0	0	1
Gm17455	0	0	0	0	0	1	0
Gm19522	0	0	0	0	0	1	0
Gm19705	0	0	0	0	0	0	1
Gm1976	0	0	0	0	1	0	0
Gm20063	0	0	0	0	1	0	0
Gm20605	0	1	0	0	0	0	0
Gm20748	0	0	0	0	0	0	1
Gm20751	0	0	0	0	0	1	0
Gm20754	0	0	1	0	0	0	0
Gm20878_loc1	0	0	0	0	1	0	0
Gm20878_loc4	0	0	0	0	1	0	0
Gm21586_loc1	0	0	0	0	1	0	0
Gm216	0	0	0	0	0	1	0
Gm21949	0	0	1	0	0	0	0
Gm2382	0	1	0	0	0	0	0
Gm266	0	0	0	0	0	1	0
Gm2694	0	0	0	0	1	0	0
Gm2a	0	0	0	0	0	1	0
Gm3020_loc1	0	0	0	1	0	0	0
Gm3086	0	0	1	0	0	0	0
Gm3230	0	0	0	0	1	0	0
Gm3494_loc2	0	0	0	1	0	0	0
Gm3696	0	0	1	0	0	0	0
Gm4013	0	0	0	0	0	1	0
Gm4926	0	0	1	0	0	0	0
Gm5	0	0	0	0	0	0	1
Gm5069	0	0	0	0	0	0	1
Gm5077	0	0	0	0	0	0	1
Gm5086	0	1	0	0	0	0	0
Gm5087	0	0	0	1	0	0	0
Gm5468	0	0	0	0	1	0	0
Gm5512_loc2	0	0	1	0	0	0	0
Gm5607	0	0	0	1	0	0	0
Gm5617	0	0	0	0	0	1	0
Gm5796	0	0	0	1	0	0	0
Gm5918	0	0	0	0	0	1	0
Gm6377	0	1	0	0	0	0	0
Gm7694	0	0	0	0	0	1	0
Gm8615	0	1	0	0	0	0	0
Gm872	0	0	0	0	0	1	0
Gm973	0	0	0	0	0	1	0
Gm9839	0	0	0	0	0	1	0
Gm9895	1	0	0	0	0	0	0
Gm9899	0	0	0	0	1	0	0
Gm996	0	0	1	0	0	0	0
Gm9962	0	0	0	1	0	0	0
Gmfg	0	1	0	0	0	0	0
Gna12	1	0	0	0	0	0	0
Gnai3	0	0	0	0	0	1	0
Gnaq	0	0	1	0	0	0	0
Gnas	0	0	0	1	0	0	0
Gng4	0	0	0	1	0	0	0
Gng7	1	0	0	0	0	0	0
Gng8	1	0	0	0	0	0	0
Gnl1	0	0	0	1	0	0	0
Gnl3l	0	0	0	1	0	0	0
Gnpda1	0	1	0	0	0	0	0
Gns	0	1	0	0	0	0	0
Golga7	1	0	0	0	0	0	0
Golga7b	0	0	0	0	1	0	0
Golim4	0	0	0	0	0	0	1
Got2	0	0	0	1	0	0	0
Gp1bb	0	0	0	0	1	0	0
Gp49a	0	1	0	0	0	0	0
Gpam	0	0	0	0	0	1	0
Gpc2	0	0	0	0	0	1	0
Gpc6	0	0	0	0	0	1	0
Gpcpd1	0	0	0	0	0	0	1
Gpd1	1	0	0	0	0	0	0
Gpd2	0	0	1	0	0	0	0
Gpr116	0	0	0	0	0	0	1
Gpr123	0	0	0	1	0	0	0
Gpr133	0	0	0	0	1	0	0
Gpr151	0	0	1	0	0	0	0
Gpr153	0	0	0	0	1	0	0
Gpr155	1	0	0	0	0	0	0
Gpr160	0	1	0	0	0	0	0
Gpr161	0	0	1	0	0	0	0
Gpr176	0	0	0	1	0	0	0
Gpr183	0	1	0	0	0	0	0
Gpr20	0	0	0	0	0	0	1
Gpr25	0	0	1	0	0	0	0
Gpr26	0	0	0	0	1	0	0
Gpr3	0	0	0	1	0	0	0
Gpr34	0	1	0	0	0	0	0
